NSESymbol,Name,ISIN,ListingDate,ICICISymbol,Active,Series,LotSize,IsFuture,X
SHARDATERY,SHARDA TERRY PRODUCTS LTD,,,,,,,,
SHAREINDIA,SHARE INDIA SECURITIES LTD,INE932X01018,20200921,SHARIN,TRUE,EQ,,,
SHARIABEES,NIPPON INDIA ETF SHARIAH BEES,INF732E01128,20090401,SHAETF,TRUE,ETF,,,
SHARONBIO,SHARON BIO-MEDICINE LIMITED,,,,,,,,
SHARRESLTD,SHARYANS RESOURCES LIMITED,,,,,,,,TRUE
SHARTSEFOD,SHARAT INDUSTRIES LTD,,,,,,,,TRUE
SHARYANRES,SHARYANS RESOURCES LTD.,,,,,,,,TRUE
SHASUNCHEM,SHASUN CHEMICALS AND DRUGS LIMITED,,,,,,,,TRUE
SHASUNPHAR,SHASUN PHARMACEUTICALS LIMITED,INE317A01028,,SHADRU,,,,,
SHAWALLACE,SHAW WALLACE LTD,INE402A01010,,SHAWAL,,,,,
SHAWGELTIN,NARMADA GELATINES LTD,INE869A01010,,NARGEL,,,,,
SHEMAROO,SHEMAROO ENTERTAINMENT LTD,INE363M01019,20141001,SHEENT,TRUE,EQ,,,
SHETRON,,,,,,,,,
SHIL,SOMANY HOME INNOVATION LIMITED,INE05AN01011,20191226,SOMHOM,TRUE,EQ,,,
SHILPAMED,SHILPA MEDICARE LIMITED,INE790G01031,20091203,SHIME,TRUE,EQ,,,
SHILPI,SHILPI CABLE TECHNOLOGIES LIMITED,,,,,,,,
SHIRPUR-G,Shirpur Gold Refinery Limited,INE196B01016,,SHIGOL,,BZ,,,
SHIV-VANI,SHIV-VANI OIL & GAS EXPLORATION SERVICES LIMITED,,,,,,,,
SHIVAJWORK,SHIVAJI WORKS LTD,,,,,,,,TRUE
SHIVALIK,Shivalik Rasayan Limited,INE788J01021,20211209,SHIRAS,TRUE,EQ,,,
SHIVAM-RE,,,,,,,,,
SHIVAMAUTO,SHIVAM AUTOTECH LIMITED,INE637H01024,20061121,SHIAUT,TRUE,EQ,,,
SHIVAMILLS,SHIVA MILLS LIMITED,INE644Y01017,20180226,SHIMIL,TRUE,BE,,,
SHIVATEX,SHIVA TEXYARN LIMITED,INE705C01020,20171226,SHITEX,TRUE,EQ,,,
SHIVLOHMIL,SHIVALIK LOHA MILLS LIMITED,,,,,,,,
SHIVTEX,SHIVA TEXYARN LIMITED,,,,,,,,TRUE
SHK,S H KELKAR AND COMPANY LIMITED,INE500L01026,20151116,SHKEL,TRUE,EQ,,,
SHLAKSHMI,SHRI LAKSHMI COTSYN LIMITED,INE851B01016,,SHRLA,,,,,
SHOPER-RE,SHOPPERS STOP RIGHTS ENTIT,INE498B20016,,SHORE1,,,,,
SHOPERSTOP,SHOPPERS STOP LIMITED,INE498B01024,20050523,SHOSTO,TRUE,EQ,,,
SHOPINVFIN,SHOPPERS' INVESTMENT & FINANCE CO. LTD.,,,,,,,,
SHPRE,SHREE PRECOATED STEELS LIMITED,INE318K01025,,SHPREC,,,,,
SHRADHA,SHRADHA INFRAPROJECTS LIMITED,INE715Y01015,20201022,SHRAIN,TRUE,BE,,,
SHREDIGCEM,SHREE DIGVIJAY CEMENT CO LTD,INE232A01011,20200128,SHRDIG,TRUE,EQ,,,
SHREE,SHREE PRECOATED STEELS LIMITED,,,,,,,,
SHREEASHTA,SHREE ASHTAVINAYAK CINE VISION,INE538H01024,,SHRASH,,,,,
SHREECEM,SHREE CEMENTS LTD,INE070A01015,19950426,SHRCEM,TRUE,EQ,25,TRUE,
SHREEKRPET,ESKAY KNIT (INDIA) LTD,INE220A01032,,ESKNIT,,,,,
SHREEKRPOL,K-LIFESTYLE & INDUSTRIES LIMIT,INE218A01028,,KLIIND,,,,,
SHREEPUSHK,SHREE PUSHKAR CHEMICALS,INE712K01011,20150910,SHRPUS,TRUE,EQ,,,
SHREERAMA,SHREE RAMA MULTI-TECH LIMITED,INE879A01019,20000313,SHRR,TRUE,EQ,,,
SHREESYNTH,,,,,,,,,
SHREMINVIT,SHREM INVIT,INE0GTI23014,,SHREIN,,,,,
SHRENIK,Shrenik Limited,INE632X01030,20190802,SHRLIM,TRUE,EQ,,,
SHRENUJ,SHRENUJ & COMPANY LIMITED,,,,,,,,
SHREPRECOT,SHREE PRECOATED STEELS LTD,,,,,,,,TRUE
SHRERAJSYN,SHREE RAJASTHAN SYNTEX LTD,,,,,,,,TRUE
SHREYANIND,SHREYANS INDUSTRIES LIMITED,INE231C01019,19961106,SHRIN,TRUE,EQ,,,
SHREYAS,SHREYAS SHIPPING AND LOGISTICS,INE757B01015,19950301,SHRSHI,TRUE,EQ,,,
SHREYASHIP,,,,,,,,,
SHRIASTER,SHRI ASTER SILICATES LIMITED,INE900K01012,,SHRAST,,,,,
SHRIDINESH,,,,,,,,,
SHRINATRAJ,SHRI NATARAJ CERAMIC AND CHEMICAL INDUSTRIES LIMITED,,,,,,,,TRUE
SHRINGAR,,,,,,,,,TRUE
SHRIPISTON,SHRIRAM PISTONS AND RINGS LTD,INE526E01018,20160602,SHRPIS,TRUE,BE,,,
SHRIRAMCIT,SHRIRAM-CITY UNION FINANCE LTD,INE722A01011,20050404,SHRCIT,TRUE,EQ,,,
SHRIRAMEPC,,,,,,,,,
SHRIRAMINV,SHRIRAM INVESTMENTS LTD,INE401A01012,,SHRINV,,,,,
SHRIRAMPPS,Shriram Properties Limited,INE217L01019,20211220,SHRPRO,TRUE,EQ,,,
SHRIYAMSEC,SHARDUL SECURITIES LTD,INE037B01012,,SHRSEC,,,,,
SHRMHONDA,,,,,,,,,
SHRVINDPPR,SHREE VINDHYA PAPER MILLS,INE210D01011,,SHRVIN,,,,,
SHUKRADIAM,SHUKRA DIAMONDS EXPORTS LTD.,,,,,,,,
SHYAMCENT,SHYAM CENTURY FERROUS LIMITED,INE979R01011,20150728,SHYCEN,TRUE,EQ,,,
SHYAMMETL,SHYAM METALICS AND ENERGY LTD,INE810G01011,20210624,SHYMET,TRUE,EQ,,,
SHYAMTEL,SHYAM TELECOM LTD,INE635A01023,20061106,SHYTEL,,BE,,,
SHYAMTELE,SHYAM TELECOM LIMITED,,,,,,,,
SICAGEN,SICAGEN INDIA LIMITED,INE176J01011,20080821,SICIND,,EQ,,,
SICAL,SICAL LOGISTICS LIMITED,INE075B01012,19990428,SICAL,TRUE,EQ,,,
SIDDHATUBE,SIDDHARTHA TUBES LTD.,,,,,,,,
SIEL,,,,,,,,,TRUE
SIEMENS,SIEMENS LTD,INE003A01024,19950906,SIEMEN,TRUE,EQ,275,TRUE,
SIERRAOPT,SIERRA OPTIMA LIMITED,,,,,,,,
SIGACHI,Sigachi Industries Limited,INE0D0K01014,20211115,SIGIN,TRUE,EQ,,,
SIGIND,SIGNET INDUSTRIES LIMITED,INE529F01035,20180829,SIGIND,TRUE,EQ,,,
SIGNET,,,,,,,,,
SIGNETIND,,,,,,,,,TRUE
SIGROUPIND,SI GROUP INDIA LIMITED,INE547A01012,,HERCHE,,,,,
SIKKO,Sikko Industries Limited,INE112X01017,20211022,SIKIND,TRUE,EQ,,,
SIL,STANDARD INDUSTRIES LIMITED,INE173A01025,20040127,STAIN,TRUE,BE,,,
SILGO,SILGO RETAIL LIMITED,INE01II01013,20210303,SILRET,TRUE,EQ,,,
SILINV,SIL INVESTMENTS LIMITED,INE923A01015,19960522,SILINV,TRUE,EQ,,,
SILLYMONKS,Silly Monks Entertainment Limited,INE203Y01012,20200708,SILMON,TRUE,BE,,,
SILTAPCHEM,SILTAP CHEMICALS LTD,INE637A01011,,SILCHE,,,,,
SILVER,,,,,TRUE,,,,
SILVERBEES,,,,,TRUE,,,,TRUE
SILVERLINE,SILVERLINE TECHNOLOGIES LTD,INE368A01021,,SILIND,,,,,
SILVERTUC,Silver Touch Technologies Limited,INE625X01018,20220512,SILTOU,TRUE,EQ,,,
SIMBHALS,SIMBHAOLI SUGARS LTD,INE748T01016,20160314,SIMSUG,TRUE,EQ,,,
SIMBHALSUG,SIMBHAOLI SUGAR MILLS LTD,,,,,,,,
SIMBHSUGAR,SIMBHAOLI SUGARS LIMITED,,,,,,,,TRUE
SIMPLEX,,,,,,,,,TRUE
SIMPLEXCAS,,,,,,,,,TRUE
SIMPLEXCON,,,,,,,,,TRUE
SIMPLEXINF,SIMPLEX INFRASTRUCTURES LIMITE,INE059B01024,20040309,SIMINF,TRUE,EQ,,,
SINGER,SINGER INDIA LTD,,,,,,,,
SINTERCOM,SINTERCOM INDIA LIMITED,INE129Z01016,20201007,SINI,TRUE,EQ,,,
SINTEX,SINTEX INDUSTRIES LTD,INE429C01035,19981105,SININD,,BE,,,
SIPAPER,SOUTH INDIA PAPER MILLS LTD.,,,,,,,,
SIRCA,SIRCA PAINTS INDIA LIMITED,INE792Z01011,20190722,SIRPAI,TRUE,BE,,,
SIRIS,,,,,,,,,
SIRPAPER,SIRPUR PAPER MILLS LTD,INE202C01010,,SIRPAP,,,,,
SIS,SIS LIMITED,INE285J01028,20170810,SECINT,TRUE,EQ,,,
SISHIPPING,SOUTH INDIA SHIPPING CORPN. LTD,,,,,,,,
SITASHREE,SITA SHREE FOOD PRODUCTS LIMITED,,,,,,,,TRUE
SITICABLE,,,,,,,,,TRUE
SITINET,SITI NETWORKS LIMITED,INE965H01011,20070110,SITCAB,TRUE,EQ,,,
SIVIND,SIV INDUSTRIES LTD,INE639A01017,,SIVIND,,,,,
SIYARSILK,SIYARAM SILK MILLS LTD,,,,,,,,
SIYSIL,SIYARAM SILK MILLS LTD,INE076B01028,20070129,SIYSIL,TRUE,EQ,,,
SJS,S.J.S. Enterprises Limited,INE284S01014,20211115,SJSENT,TRUE,EQ,,,
SJVN,SATLUJ JAL VIDYUT NIGAM LTD,INE002L01015,20100520,SJVLIM,TRUE,EQ,,,
SKFBEARING,,,,,,,,,
SKFINDIA,SKF INDIA LIMITED,INE640A01023,19990127,SKFIND,TRUE,EQ,,,
SKIL,SKIL INFRASTRUCTURE LIMITED,INE429F01012,19961009,SKIINF,,BE,,,
SKIPPER,SKIPPER LTD,INE439E01022,20150527,SKILTD,TRUE,EQ,,,
SKMEGGPROD,SKM EGG PRODUCTS EXPORTS (INDI,INE411D01015,19970314,SKMEGG,TRUE,EQ,,,
SKSIND,,,,,,,,,
SKSMICRO,SKS MICROFINANCE LIMITED,,,,,,,,TRUE
SKUMARSYNF,SKUMARS NATIONWIDE LTD,INE772A01016,,SKUMAR,,,,,
SKUPOWER,,,,,,,,,
SMARTLINK,SMARTLINK HOLDINGS LIMITED,INE178C01020,20010411,SMANET,TRUE,EQ,,,
SMCGLOBAL,SMC GLOBAL SECURITIES LIMITED,INE103C01036,20210224,SMCGLO,TRUE,BE,,,
SMDYECHEM,S M DYECHEM LTD,INE620A01025,,SMDYE,,,,,
SMFINANC,S M FINANCE LIMITED,,,,,,,,
SMITHKLPHA,SMITHKLINE BEECHAM PHARMACEUTICALS LIMITED,,,,,,,,TRUE
SMITKLBECH,GLAXOSMITHKLINE CONSUMER HEALTHCARE LIMITED,,,,,,,,TRUE
SMLISUZU,SML ISUZU LIMITED,INE294B01019,20030829,SMLISU,TRUE,EQ,,,
SMLT,Sarthak Metals Limited,INE017W01010,20211125,SARME,TRUE,EQ,,,
SMOBILITY,,,,,,,,,
SMPL,Splendid Metal Products Limited,INE215G01021,20100309,SUJMET,,BZ,,,
SMSLIFE,SMS LIFESCIENCES INDIA LTD,INE320X01016,20170817,SMSLIF,TRUE,EQ,,,
SMSPHARMA,SMS PHARMACEUTICALS LTD,INE812G01025,20070228,SMSPHA,TRUE,EQ,,,
SMZSCHEM,SMZS CHEMICALS LTD,INE894C01014,,SMZSCH,,,,,
SNEHAIND,SNEHADHARA INDUSTRIES LTD.,,,,,,,,
SNOWCEMIND,SNOWCEM INDIA LTD,INE734A01016,,SNOIND,,,,,
SNOWMAN,SNOWMAN LOGISTICS LIMITED,INE734N01019,20140912,SNOLOG,TRUE,EQ,,,
SOBHA,SOBHA LIMITED,INE671H01015,20061220,SOBDEV,TRUE,EQ,,,
SOFFIASOFT,,,,,,,,,
SOFTPRO,CURA TECHNOLOGIES LIMITED,,,,,,,,TRUE
SOFTSOLINT,,,,,,,,,TRUE
SOFTTECH,Softtech Engineers Limited,INE728Z01015,20220225,SOFENG,TRUE,EQ,,,
SOFTTECHGR,SOFTWARE TECHNOLOGY GROUP INTERNATIONAL LIMITED,,,,,,,,
SOLARA,SOLARA ACTIVE PHARMA SCIEN LTD,INE624Z01016,20180627,SOLACT,TRUE,EQ,,,
SOLAREX,SOLAR EXPLOSIVES LIMITED,,,,,,,,
SOLARINDS,SOLAR INDUSTRIES INDIA LIMITED,INE343H01029,20060403,SOLIN,TRUE,EQ,,,
SOLARSNIND,SOLARSON INDUSTRIES LTD,,,,,,,,
SOLECTCENT,,,,,,,,,TRUE
SOLEMS,SOLECTRON EMS INDIA LIMITED,INE647I01013,,SOLEMS,,,,,
SOLPHARMA,SOL PHARMACEUTICALS LTD,,,,,,,,
SOMANICEM,SOMANI CEMENT COMPANY LIMITED,,,,,,,,TRUE
SOMANISWIS,SOMANI SWISS INDUSTRIES LTD.,,,,,,,,TRUE
SOMANYCERA,SOMANY CERAMICS LIMITED,INE355A01028,19951122,SOMCER,TRUE,EQ,,,
SOMATEX,SOMA TEXTILE & INDUSTRIES LTD,INE314C01013,19960814,SOMTEX,TRUE,BE,,,
SOMDUTTFIN,SOM DUTT FINANCE CORPORATION LTD,,,,,,,,
SOMICONVEY,SOMI CONVEYOR BELTINGS LIMITED,INE323J01019,20160718,SOMCON,TRUE,BE,,,
SOMKMARINE,SOMKAN MARINE FOODS LTD,,,,,,,,
SONACOMS,SONA BLW PRECISION FORGINGS,INE073K01018,20210624,SONBLW,TRUE,EQ,,,
SONALCOSM,SONAL COSMETICS LTD,,,,,,,,
SONAMCLOCK,Sonam Clock Limited,INE00LM01011,20220407,SONCL,TRUE,EQ,,,
SONASTEER,SONA KOYO STEERING SYSTEMS LIMITED,,,,,,,,
SONATSOFTW,SONATA SOFTWARE LIMITED,INE269A01021,19990728,SONSOF,TRUE,EQ,,,
SORILHOLD,,,,,,,,,
SORILINFRA,SORIL INFRA RESOURCES LIMITED,INE034H01016,20051206,STOONE,TRUE,EQ,,,
SOTL,SAVITA OIL TECHNOLOGIES LIMITE,INE035D01012,19950628,SAVOIL,TRUE,EQ,,,
SOUISPAT,SOUTHERN ISPAT AND ENERGY LTD,INE943B01029,,SOUISP,,,,,
SOUNDCRAFT,SOUND CRAFT INDUSTRIES LT,INE271A01027,,SOUIND,,,,,
SOUTHBANK,SOUTH INDIAN BANK LTD,INE683A01023,19981208,SOUBAN,TRUE,EQ,,,
SOUTHNHERB,SOUTHERN HERBALS LTD,INE001C01016,,SOUHER,,,,,
SOUTHWEST,SOUTH WEST PINNACLE EXPL LTD,INE980Y01015,20190418,SOUWES,TRUE,EQ,,,
SPAL,S.P. APPARELS LIMITED,INE212I01016,20160812,SPAPP,TRUE,EQ,,,
SPANCO,SPANCO LTD,INE360B01026,,SPALTD,,,,,
SPANDANA,SPANDHANA SPHOORTY FIN LTD,INE572J01011,20190819,SPASPH,TRUE,EQ,,,
SPARC,SUN PHARMA ADVANCED RESEARCH C,INE232I01014,20070718,SUNADV,TRUE,EQ,,,
SPARTEK,SPARTEK CERAMICS (I) LTD,,,,,,,,
SPCENET,SPACENET ENTERPRISES INDIA LTD,INE970N01027,20170110,SPAENT,,BE,,,
SPECIALITY,SPECIALITY RESTAURANTS LIMITED,INE247M01014,20120530,SPERES,TRUE,EQ,,,
SPECIALSTL,TATA SSL LTD,INE675A01011,,TATSSL,,,,,
SPECTACLE,SPECTACLE INFOTEK LIMITED,,,,,,,,
SPENCER-RE,SPENCERS RETAIL RIGHTS ENTIT,INE020820010,,SPERE1,,,,,
SPENCERS,SPENCERS RETAIL LIMITED,INE020801028,20190125,SPERET,TRUE,EQ,,,
SPENTEX,Spentex Industries Limited,INE376C01020,20061220,SPEIND,TRUE,BZ,,,
SPENTXIND,,,,,,,,,
SPHEREGSL,,,,,,,,,TRUE
SPIC,SOUTHERN PETROCHEMICAL INDUSTR,INE147A01011,19960110,SPIC,TRUE,EQ,,,
SPICE,,,,,,,,,
SPICEJET,SPICEJET LIMITED,INE285B01017,19950510,SPILI,TRUE,EQ,,,
SPICELEC,SPEL SEMICONDUCTOR LIMITED,INE252A01019,,SPESEM,,,,,
SPICEMOBI,,,,,,,,,
SPICEMOBIL,,,,,,,,,TRUE
SPICETELE,SPICE COMMUNICATIONS LTD,INE684H01018,,SPICOM,,,,,
SPICFINE,HENKEL SPIC INDIA LTD,INE902A01019,,HENSPI,,,,,
SPLIL,SPL INDUSTRIES LIMITED,INE978G01016,20050726,SPLIN,TRUE,EQ,,,
SPLLTD,,,,,,,,,
SPLPETRO,Supreme Petrochem Limited,INE663A01025,20220524,SUPPET,TRUE,BE,,,TRUE
SPMLINFRA,SPML INFRA LIMITED,INE937A01023,19960214,SPMINF,TRUE,EQ,,,
SPSL,SHREE PRECOATED STEELS LIMITED,,,,,,,,
SPTL,SINTEX PLASTICS TECHNOLOGY LTD,INE501W01021,20170808,SINPLA,TRUE,EQ,,,
SPYL,SHEKHAWATI POLY-YARN LIMITED,INE268L01020,20110112,SHEPOL,,EQ,,,
SQRDSFWARE,DSQ SOFTWARE LTD,INE286A01017,,DSQSOF,,,,,
SQSBFSI,,,,,,,,,
SQUAREDBIO,DSQ BIOTECH LIMITED,INE964A01019,,DSQBIO,,,,,
SREEL,SREELEATHERS LIMITED,INE099F01013,20140101,SRELIM,TRUE,EQ,,,
SREERAYALK,TGV SRAAC LIMITED,INE284B01028,,SRERAY,,,,,
SREINFRA,SEFL INFRA SR10 9.5 LOA 16MR28,INE872A08DJ4,19951220,SRE114,TRUE,EQ,,,
SREINTFIN,SREI INFRASTRUCTURE FINANCE LIMITED,,,,,,,,
SRERAYHIST,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,,,,,,,,TRUE
SRERAYHY+H,SREE RAYALSEEMA HI-STRENGTH HYPO LTD,,,,,,,,TRUE
SRF,SRF LIMITED,INE647A01010,20030818,SRF,TRUE,EQ,375,TRUE,
SRFFINANCE,GE CAPITAL TRANSPORTATION FINANCIAL SERVICES LTD,,,,,,,,
SRGINFOTEC,PAN INDIA CORPORATION LTD,INE376A01032,,PANCOR,,,,,
SRHHLINDST,SRHHL INDUSTRIES LIMITED,INE724B01023,,SRERH,,,,,
SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH H,INE917H01012,20070508,SREERA,TRUE,EQ,,,
SRIADIKARI,SRI ADHIKARI BROTHERS TELEVISION NETWORK LIMITED,,,,,,,,
SRICHAKTYR,TVS SRICHAKRA LTD,,,,,,,,TRUE
SRICHAMUND,SRI CHAMUNDESHWARI SUGARS LTD,INE004H01019,,CHASUG,,,,,
SRIMANORG,SRIMAN ORGANIC CHEMICAL INDUSTRIES LTD,,,,,,,,
SRIPIPES,SRIKALAHASTHI PIPES LIMITED,INE943C01027,20070828,SRIPIP,,EQ,,,
SRISARALOY,SHRI ISHAR ALLOY STEELS LTD,,,,,,,,
SRISHTIVID,,,,,,,,,TRUE
SRIVISHCEM,SRI VISHNU CEMENT LTD,INE286B01015,,SRIVIS,,,,,
SRMFRG95,SHRIRAM MUTUAL FUND - RISK GUARDIAN 95,,,,,,,,
SRPL,Shree Ram Proteins Limited,INE008Z01012,20200923,SHRERA,TRUE,BE,,,
SRSLTD,,,,,,,,,
SRTRANS-RE,SHRIRAM TRAN FIN RIGHTS ENTITL,INE721A20013,,SHRRE1,,,,,
SRTRANSFIN,SHRIRAM TRANSPORT FINANCE CO,INE721A01013,19961211,SHRTRA,TRUE,EQ,400,TRUE,
SSISPAT,SINGHAL SWAROOP ISPAT LTD.,,,,,,,,
SSLFINANCE,ARCHANA SOFTWARE LTD,INE149B01015,,ARCSO,,,,,
SSLT,,,,,,,,,
SSWL,STEEL STRIPS WHEELS LTD,INE802C01017,20050606,STESW,TRUE,EQ,,,
STAMPEDE,STAMPEDE CAPITAL LIMITED,INE224E01028,20160725,STACA,,BE,,,
STANDRDBAT,STANDARD BATTERIES LTD,,,,,,,,
STAR,STRIDES PHARMA SCIENCE LTD,INE939A01011,20000202,STRSHA,TRUE,EQ,900,TRUE,
STARCEMENT,STAR CEMENT LIMITED,INE460H01021,20170616,STACEM,TRUE,EQ,,,
STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011,20211210,STAHEA,TRUE,EQ,,,
STARPAPER,STAR PAPER MILLS LTD,INE733A01018,19950913,STAPAP,TRUE,EQ,,,
STARTECK,Starteck Finance Limited,INE992I01013,20220504,NIVMER,TRUE,EQ,,,
STCINDIA,STATE TRADING CORPORATION OF I,INE655A01013,20030401,STC,TRUE,EQ,,,
STDIND,STANDARD INDUSTRIES LIMITED,,,,,,,,
STEELCAS,Steelcast Limited,INE124E01020,20211123,STECAS,TRUE,EQ,,,
STEELCITY,STEEL CITY SECURITIES LTD,INE395H01011,20190627,STECIT,TRUE,EQ,,,
STEELCOGUJ,STEELCO GUJARAT LTD,,,,,,,,
STEELTUBES,STEEL TUBES OF IND LTD.,INE926A01018,,STETUB,,,,,
STEELXIND,STEEL EXCHANGE INDIA LTD,INE503B01013,20170720,STEEXC,TRUE,EQ,,,
STEL,STEL HOLDINGS LIMITED,INE577L01016,20110209,SENTEA,TRUE,BE,,,
STER,STERLITE INDUSTRIES (INDIA) LT,INE268A01049,,STEIND,,,,,
STERLINBIO,,,,,,,,,
STERLINHOL,STERLING HOLIDAY RESORTS LTD,,,,,,,,TRUE
STERLINTEA,STERLING BIOTECH LIMITED,,,,,,,,TRUE
STERLITCOM,STERLITE COMMUNICATION LTD,,,,,,,,TRUE
STERLITE,STERLITE INDUSTRIES (INDIA) LTD,,,,,,,,TRUE
STERLITIND,STERLITE INDUSTRIES (INDIA) LTD.,,,,,,,,TRUE
STERTOOLS,STERLING TOOLS LTD,INE334A01023,20060202,STETOO,TRUE,EQ,,,
STILBENCHM,STILBENE CHEMICALS LTD,,,,,,,,
STINDIA,STI INDIA LIMITED,INE090C01019 ,,STI,,,,,
STLTECH,STERLITE TECHNOLOGIES LIMITED,INE089C01029,20001208,STETEC,TRUE,EQ,,,
STOREONE,STORE ONE RETAIL INDIA LIMITED,,,,,,,,
STOVEKRAFT,STOVE KRAFT LIMITED,INE00IN01015,20210205,STOKRA,TRUE,EQ,,,
STRAUSIND,STRAUS INDUSTRIES & EXPORTS LTD.,,,,,,,,
STROPTICAL,,,,,,,,,TRUE
STRTECH,,,,,,,,,TRUE
STYABS,,,,,,,,,TRUE
STYLAMIND,STYLAM INDUSTRIES LIMITED,INE239C01020,20210802,STYIND,TRUE,EQ,,,
SUASHDIMON,SUASHISH DIAMONDS LTD,INE658A01017,,SUADIA,,,,,
SUBCAPCITY,INTERNATIONAL CONSTRUCTION LTD,INE845C01016,19960710,INTC,TRUE,BE,,,
SUBEX,,,,,,,,,
SUBEXLTD,SUBEX LTD,INE754A01055,20201105,SUBSYS,TRUE,EQ,,,
SUBHASPROJ,SUBHASH PROJECTS & MARKETING LIMITED,,,,,,,,
SUBROS,SUBROS LTD,INE287B01021,20050713,SUBROS,TRUE,EQ,,,
SUDAR,SUDAR GARMENTS LIMITED,,,,,,,,
SUDARSCHEM,SUDARSHAN CHEMICAL INDUS LTD,INE659A01023,19950525,SUDCHE,TRUE,EQ,,,
SUDITIND,,,,,,,,,
SUJANATOW,SUJANA TOWER LIMITED,,,,,,,,TRUE
SUJANATWR,,,,,,,,,TRUE
SUJANAUNI,SUJANA UNIVERSAL INDUSTRIES LT,INE216G01011,,SUJIND,,,,,
SULZER,SULZER INDIA LTD,INE297C01010,,SULIND,,,,,
SUMANMOTEL,SUMAN MOTELS LTD,INE723A01019,,SUMMOT,,,,,
SUMEETINDS,SUMEET INDUSTRIES LIMITED,INE235C01010,20101210,SUMIND,TRUE,BE,,,
SUMEETMACH,SUMEET MACHINES LTD,,,,,,,,
SUMICHEM,SUMITOMO CHEMICAL INDIA LTD,INE258G01013,20200127,SUMCH,TRUE,EQ,,,
SUMIT,SUMIT WOODS LIMITED,INE748Z01013,20190730,SUMWOO,TRUE,EQ,,,
SUMITRAPHA,SUMITRA PHARMACEUTICALS & CHEMICALS LTD,,,,,,,,
SUMMIT,ZZZ SUMMIT SECURITIES LIMITED,INE852A01016,,KECINT,,,,,
SUMMITSEC,SUMMIT SECURITIES LIMITED,INE519C01017,20110128,SUMSEC,TRUE,EQ,,,
SUNCLAYLTD,SUNDARAM CLAYTON LTD,INE105A01035,20121023,SUNCLA,TRUE,EQ,,,
SUNCLAYTON,SUNDARAM CLAYTON LIMITED,,,,,,,,
SUNDARAM,SUNDARAM MULTI PAP LIMITED,INE108E01023,20100602,SUNMUL,TRUE,EQ,,,
SUNDARMFIN,SUNDARAM FINANCE LTD,INE660A01013,19980107,SUNFIN,TRUE,EQ,,,
SUNDARMHLD,SUNDARAM FINANCE HOLDINGS LTD,INE202Z01029,20180326,SUNF,TRUE,EQ,,,
SUNDRMBRAK,SUNDARAM BRAKE LININGS LIMITED,INE073D01013,19960717,SUNBRA,TRUE,EQ,,,
SUNDRMCLAY,SUNDARAM CLAYTON LIMITED,,,,,,,,
SUNDRMFAST,SUNDRAM FASTENERS LIMITED,INE387A01021,20000607,SUNFAS,TRUE,EQ,,,
SUNEARTH,SUN EARTH CERAMICS LTD,INE744A01015,,SUNEC,,,,,
SUNFLAG,SUNFLAG IRON STEEL CO LTD,INE947A01014,20050929,SUNIRO,TRUE,EQ,,,
SUNFLAGIRN,SUNFLAG IRON AND STEEL CO. LTD,,,,,,,,
SUNILHITEC,SUNIL HITECH ENGINEERS LIMITED,INE305H01028,,SUNHIT,,,,,
SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES,INE044A01036,19950208,SUNPHA,TRUE,EQ,700,TRUE,
SUNRISESEC,,,,,,,,,
SUNSTARLUB,SUNSTAR LUBRICANTS LIMITED,,,,,,,,TRUE
SUNSTRCHEM,Sunstar Chemicals Limited,,,SUNSTA,,,,,
SUNTECK,SUNTECK REALTY LIMITED,INE805D01034,20091113,SUNRE,TRUE,EQ,,,
SUNTV,SUN TV NETWORK LIMITED,INE424H01027,20060424,SUNTV,TRUE,EQ,1500,TRUE,
SUPER,SUPER SALES INDIA LIMITED,,,,,,,,
SUPERFORGE,SUPER FORGINGS AND STEELS,INE661A01011,,SUPFOR,,,,,
SUPERHOUSE,SUPERHOUSE LIMITED,INE712B01010,20140926,SUPLIM,TRUE,EQ,,,
SUPERSALES,SUPER SALES AGENCIES LTD.,,,,,,,,
SUPERSPIN,SUPER SPINNING MILLS LTD,INE662A01027,20040708,SUPSPI,TRUE,EQ,,,
SUPPETRO,SUPREME PETROCHEM LIMITED,INE663A01017,19991013,SUPPET,,EQ,,,
SUPRAJIT,SUPRAJIT ENGINEERING LIMITED,INE399C01030,20050218,SUPENG,TRUE,EQ,,,
SUPREMEENG,Supreme Engineering Limited,INE319Z01013,20201204,SUPEN,TRUE,EQ,,,
SUPREMEIND,SUPREME INDUSTRIES LTD,INE195A01028,19950719,SUPIND,TRUE,EQ,,,
SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LIMITED,INE550H01011,20071018,SUPINF,TRUE,BE,,,
SUPREMETEX,SUPREME TEX MART LIMITED,INE651G01027,,SUPTEX,,,,,
SUPREMYARN,,,,,,,,,
SUPRIYA,Supriya Lifescience Limited,INE07RO01027,20211228,SUPLIF,TRUE,EQ,,,
SURAJDIAMN,SU-RAJ DIAMONDS AND JEWELLERY LIMITED,,,,,,,,
SURANACORP,SURANA CORPORATION LIMITED,INE357D01010,,SURCOR,,,,,
SURANAIND,SURANA INDUSTRIES LIMITED,,,,,,,,
