NSESymbol,Name,ISIN,ListingDate,ICICISymbol,Active,Series,LotSize,IsFuture,X
SURANASOL,SURANA SOLAR LIMITED,INE272L01022,20110107,SURSOL,TRUE,BE,,,
SURANAT&P,SURANA TELECOM AND POWER LIMIT,INE130B01031,20020522,SURTEL,TRUE,EQ,,,
SURANATELE,SURANA TELECOM LTD.,,,,,,,,
SURANAVEL,SURANA VENTURES LIMITED,,,,,,,,TRUE
SURATELEC,,,,,,,,,TRUE
SURYAGROIL,SURYA AGROILS LTD,,,,,,,,TRUE
SURYAJYOTI,SURYAJYOTI SPINNING MILLS LIMITED,,,,,,,,TRUE
SURYALAXMI,SURYALAKSHMI COTTON MILLS LTD,INE713B01026,20050615,SURCOT,TRUE,EQ,,,
SURYAPHARM,SURYA PHARMACEUTICAL LIMITED,INE249G01020,,SURPHA,,,,,
SURYAROSNI,SURYA ROSHNI LTD,INE335A01012,19950510,SURROS,TRUE,EQ,,,
SURYCOTMIL,SURYALAKSHMI COTTON MILLS LIMITED,,,,,,,,
SURYODAY,SURYODAY SMALL FINANCE BANK,INE428Q01011,20210326,SURSMA,TRUE,EQ,,,
SURYVANSPG,SURYAVANSHI SPINNING MILLS LTD.,,,,,,,,
SUTLEJINDS,,,,,,,,,TRUE
SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES L,INE645H01027,20061214,SUTTEX,TRUE,EQ,,,
SUULD,SUUMAYA INDUSTRIES LIMITED,INE591Q01016,20201019,SUULIF,TRUE,BE,,,
SUVARNAQUA,SUVARNA AQUA FARMS AND EXPORTS LTD,,,,,,,,
SUVEN,SUVEN LIFE SCIENCES LIMITED,INE495B01038,20031023,SUVLIF,TRUE,EQ,,,
SUVENPHAR,SUVEN PHARMACEUTICALS LIMITED,INE03QK01018,20200309,SUVPH,TRUE,EQ,,,
SUVIDHAA,SUVIDHAA INFOSERVE LIMITED,INE018401013,20210331,SUVINF,TRUE,EQ,,,
SUZLON,SUZLON ENERGY LIMITED,INE040H01021,20051019,SUZENE,TRUE,EQ,,,
SUZLONFIBR,,,,,,,,,
SVADMILLS,SVADESHI MILLS CO LTD,,,,,,,,TRUE
SVOGL,,,,,,,,,TRUE
SVPGLOB,SVP GLOBAL VENTURES LTD,INE308E01029,20210714,SHRDHA,TRUE,EQ,,,
SWANENERGY,SWAN ENERGY LTD,INE665A01038,20120529,SWAENE,TRUE,EQ,,,
SWARAJENG,SWARAJ ENGINES LTD,INE277A01016,19951206,SWAENG,TRUE,EQ,,,
SWARAJMAZD,SWARAJ MAZDA LIMITED,,,,,,,,
SWELECTES,SWELECT ENERGY SYSTEMS LIMITED,INE409B01013,20060509,SWEENE,TRUE,EQ,,,
SWIL,JHAGADIA COPPER LIMITED,INE666A01028,,SWIL,,,,,
SWSOLAR,STERLING AND WILSON SOLAR LTD,INE00M201021,20190820,STEWIL,TRUE,EQ,,,
SYMPHONY,SYMPHONY LIMITED,INE225D01027,20110615,SYMLIM,TRUE,EQ,,,
SYNCOM,Syncom Healthcare Limited,INE602K01014,20100215,SYNHEA,,BZ,,,
SYNDIBANK,SYNDICATE BANK,INE667A01018,,SYNBN,,,,,
SYNGENE,SYNGENE INTERNATIONAL LTD,INE398R01022,20150811,SYNINT,TRUE,EQ,850,TRUE,
SYNTHCHEM,SYNTHETICS AND CHEMICALS,INE024A01012,,SYNCHE,,,,,
TAINWALCHM,TAINWALA CHEMICALS & PLASTICS,INE123C01018,19950727,TAICHE,TRUE,EQ,,,
TAJGVK,TAJ GVK HOTELS And RESORTS LTD,INE586B01026,20001220,TAJGVK,TRUE,EQ,,,
TAKE,TAKE SOLUTIONS LTD,INE142I01023,20070827,TAKSOL,TRUE,EQ,,,
TAKSHEEL,TAKSHEEL SOLUTIONS LIMITED,INE889I01011,,TAKSHE,,,,,
TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS,INE187D01011,20060929,TALAUT,TRUE,EQ,,,
TALWALKARS,TALWALKARS BETTER VALUE FITNESS LIMITED,INE502K01016,,TALWAL,,,,,
TALWGYM,Talwalkars Healthclubs Limited,INE627Z01019,,TALLIF,,,,,
TANEJAERO,TANEJA AEROSPACE AND AVIATION LTD,,,,,,,,
TANFAC,TANFAC INDUSTRIES LTD,INE639B01015,,TANIND,,,,,
TANFACIND,TANFAC INDUSTRIES LIMITED,,,,,,,,
TANLA,TANLA PLATFORMS LIMITED,INE483C01032,20070105,TANSOL,TRUE,EQ,,,
TANTIACONS,Tantia Constructions Limited,INE388G01018,20080219,TANCON,TRUE,BZ,,,
TARAJEWELS,,,,,,,,,
TARAPUR,TARAPUR TRANSFORMERS LIMITED,INE747K01017,20100518,TARLIM,,BE,,,
TARC,TARC LIMITED,INE0EK901012,20201218,ANARA,TRUE,EQ,,,
TARMAT,TARMAT LIMITED,INE924H01018,20070709,TARMAT,TRUE,EQ,,,
TARSONS,Tarsons Products Limited,INE144Z01023,20211126,TARPR,TRUE,EQ,,,
TASCPHARMA,,,,,,,,,
TASTYBITE,TASTY BITE EATABLES LTD,INE488B01017,20170323,TASBIT,TRUE,EQ,,,
TATACHEM,TATA CHEMICALS LTD,INE092A01019,19990401,TATCHE,TRUE,EQ,1000,TRUE,
TATACOFFEE,TATA COFFEE LTD,INE493A01027,20000216,TATCO,TRUE,EQ,,,
TATACOMM,TATA COMMUNICATIONS LIMITED,INE151A01013,19950412,TATCOM,TRUE,EQ,400,TRUE,
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,19981118,TATGLO,TRUE,EQ,675,TRUE,
TATADVMATL,TATA ADVANCED MATERIALS LTD,,,,,,,,
TATAELXSI,TATA ELXSI LIMITED,INE670A01012,20030917,TATELX,TRUE,EQ,,,
TATAFIN,TATA FINANCE LTD,INE265A01011,,TATFIN,,,,,
TATAGLOBAL,TATA GLOBAL BEVERAGES LIMITED,,,,,,,,
TATAHONEY,,,,,,,,,TRUE
TATAHYDRO,TATA HYDRO ELECTRIC POWER SUPPLY COMPANY LIMITED,,,,,,,,TRUE
TATAINFO,INFOMEDIA INDIA LIMITED,,,,,,,,TRUE
TATAINFOTE,TATA INFOTECH LTD.,INE194A01013,,TATINF,,,,,
TATAINVEST,TATA INVESTMENT CORPORATION LT,INE672A01018,19980624,TATINV,TRUE,EQ,,,
TATAMETALI,TATA METALIKS LIMITED,INE056C01010,20030527,TATME,TRUE,EQ,,,
TATAMOTORS,TATA MOTORS LIMITED,INE155A01022,19980722,TATMOT,TRUE,EQ,1425,TRUE,
TATAMTRDVR,TATA MOTORS LTD - DVR,IN9155A01020,20081105,TMLDVR,TRUE,EQ,,,
TATAPOWER,TATA POWER CO LTD,INE245A01021,19960403,TATPOW,TRUE,EQ,3375,TRUE,
TATAPRESS,INFOMEDIA INDIA LIMITED,,,,,,,,
TATASPONGE,TATA SPONGE IRON LIMITED,,,,,,,,TRUE
TATASTEEL,TATA STEEL LIMITED,INE081A01012,19981118,TATSTE,TRUE,EQ,425,TRUE,
TATASTLBSL,TATA STEEL BSL LIMITED,INE824B01021,20031121,BHUST,,EQ,,,
TATASTLLP,TATA STEEL LONG PRODUCTS LTD,INE674A01014,20030224,TATSPO,TRUE,EQ,,,
TATATEA,TATA TEA LIMITED,,,,,,,,
TATATELECM,,,,,,,,,TRUE
TATATELSER,,,,,,,,,TRUE
TATATIMKEN,TIMKEN INDIA LIMITED,,,,,,,,TRUE
TATAUNISYS,TATA INFOTECH LTD,,,,,,,,TRUE
TATAVASHIS,VASHISTI DETERGENTS LTD,INE330A01013,,VASDET,,,,,
TATAYODOGA,TAYO ROLLS LTD,INE895C01011,,TOYROL,,,,,
TATIASKYLN,TATIA SKYLINES AND HEALTH FARMS LTD,,,,,,,,
TATVA,TATVA CHINTAN PHARMA CHEM LTD,INE0GK401011,20210729,TATCHI,TRUE,EQ,,,
TAURUSTAR,TAURUS MUTUAL FUND - TAURUS - STARSHARE,,,,,,,,
TAXINIT96,IDBI MUTUAL FUND,,,,,,,,TRUE
TBZ,TRIBHOVANDAS BHIMJI ZAVERI LTD,INE760L01018,20120509,TRIBHI,TRUE,EQ,,,
TCI,TRANSPORT CORPORATION OF INDIA,INE688A01022,20020121,TRACOR,TRUE,EQ,,,
TCIDEVELOP,TCI DEVELOPERS LIMITED,INE662L01016,20110419,TCIDEV,TRUE,EQ,,,
TCIEXP,TCI EXPRESS LIMITED,INE586V01016,20161215,TCIEXP,TRUE,EQ,,,
TCIFINANCE,TCI FINANCE LIMITED,INE911B01018,19970521,TCIFIN,,EQ,,,
TCNSBRANDS,TCNS CLOTHING CO LIMITED,INE778U01029,20180730,TCNCLO,TRUE,EQ,,,
TCPLPACK,TCPL PACKAGING LIMITED,INE822C01015,20171017,TWEFIR,TRUE,EQ,,,
TCPLTD,,,,,,,,,
TCS,TATA CONSULTANCY SERVICES LTD,INE467B01029,20040825,TCS,TRUE,EQ,150,TRUE,
TDPOWERSYS,TD POWER SYSTEMS LIMITED,INE419M01019,20110908,TDPSYS,TRUE,EQ,,,
TEAMLEASE,TEAMLEASE SERVICES LIMITED,INE985S01024,20160212,TEASER,TRUE,EQ,,,
TECH,Aditya Birla Sun Life Nifty IT ETF,INF209KB11D8,,ADINIT,TRUE,ETF,,,
TECHIN,TECHINDIA NIRMAN LIMITED,INE778A01021,20110908,TECNIR,TRUE,BE,,,
TECHM,TECH MAHINDRA LIMITED,INE669C01036,20060828,TECMAH,TRUE,EQ,600,TRUE,
TECHNO,TECHNO ELECTRIC & ENGINEERING COMPANY LIMITED,,,,,,,,
TECHNOE,TECHNO ELECTRIC AND ENGINEERIN,INE285K01026,20181204,TECEEC,TRUE,EQ,,,
TECHNOELEC,TECHNO ELEC. & ENGG. AML,INE470B01023,,TECELE,,,,,
TECHNOFAB,TECHNOFAB ENGINEERING LIMITED,INE509K01011,,TECENG,,,,,
TECILCHEM,TECIL CHEMICALS AND HYDRO POWER LIMITED,,,,,,,,
TECPRO,TECPRO SYSTEMS LIMITED,INE904H01010,,TECSYS,,,,,
TEGA,Tega Industries Limited,INE011K01018,20211213,TEGIND,TRUE,EQ,,,
TEIL,,,,,,,,,
TEJASNET,TEJAS NETWORKS LIMITED,INE010J01012,20170627,TEJNET,TRUE,EQ,,,
TELCO,TATA MOTORS LIMITED,,,,,,,,
TELEDATAGL,TELE DATA INFORMATICS LTD.,INE480B01022,,TELDAT,,,,,
TELEDATAIN,TELEDATA INFORMATICS LIMITED,,,,,,,,
TELEDATAIT,TELEDATA TECHNOLOGY SOLUTIONS,INE391I01018,,TELTEC,,,,,
TELEMARINE,TELEDATA MARINE SOLUTIONS LTD,INE473I01014,,TELMAR,,,,,
TELEPHNCAB,TELEPHONE CABLES LTD,INE745C01018,,TELCAB,,,,,
TEMBO,Tembo Global Industries Limited,INE869Y01010,20210423,SAKEXI,TRUE,EQ,,,
TERASOFT,TERA SOFTWARE LTD,INE482B01010,20161229,TERSOF,TRUE,EQ,,,
TEXINFRA,TEXMACO INFRA & HOLDINGS LTD,INE435C01024,20040909,TEXMAC,TRUE,EQ,,,
TEXMACOLTD,TEXMACO INFRASTRUCTURE & HOLDINGS LIMITED,,,,,,,,
TEXMOPIPES,TEXMO PIPES AND PRODUCTS LIMIT,INE141K01013,20100310,TEXPIP,TRUE,EQ,,,
TEXRAIL,TEXMACO RAIL & ENGINEERING LIM,INE621L01012,20110303,TEXRAI,TRUE,EQ,,,
TEXTOOL,TEXTOOL CO LTD,INE677A01017,,TEXTOO,,,,,
TFCILTD,TOURISM FINANCE CORPN OF INDI,INE305A01015,20000726,TOUFIN,TRUE,EQ,,,
TFL,TRANSWARRANTY FINANCE LIMITED,INE804H01012,20070226,TRANFI,TRUE,BE,,,
TGBHOTELS,TGB BANQUETS AND HOTELS LTD,INE797H01018,20070517,TGBBAN,TRUE,EQ,,,
THANGAMAYL,THANGAMAYIL JEWELLERY LIMITED,INE085J01014,20100219,THAJEW,TRUE,EQ,,,
THAPARAGRO,THAPAR AGRO MILLS LTD,,,,,,,,
THAPARMILK,THAPAR MILK LTD,,,,,,,,TRUE
THAPRISPAT,THAPAR ISPAT LTD.,,,,,,,,TRUE
THEBYKE,THE BYKE HOSPITALITY LIMITED,,,,,,,,TRUE
THEINVEST,THE INVESTMENT TRUS OF IND LTD,INE924D01017,20170802,FORFI,TRUE,EQ,,,
THEMISMED,THEMIS MEDICARE LIMITED,INE083B01016,20070402,THECHE,TRUE,EQ,,,
THERMAX,THERMAX LTD,INE152A01029,19950830,THERMA,TRUE,EQ,,,
THINKSOFT,THINKSOFT GLOBAL SERVICES LIMITED,,,,,,,,
THIRUSUGAR,Thiru Arooran Sugars Limited,INE409A01015,19950502,THIARO,,BZ,,,
THOMASCOOK,THOMAS COOK (INDIA) LTD,INE332A01027,20000607,THOCOO,TRUE,EQ,,,
THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED,INE480M01011,20120130,THOSCO,TRUE,BE,,,
THYROCARE,THYROCARE TECHNOLOGIES LIMITED,INE594H01019,20160509,THYTEC,TRUE,EQ,,,
TI,TILAKNAGAR INDUSTRIES LIMITED,INE133E01013,20100716,TILIND,TRUE,EQ,,,
TIDEWATER,TIDE WATER OIL (INDIA) LTD,INE484C01030,20070116,TIDWAT,TRUE,EQ,,,
TIFIN,,,,,,,,,
TIIL,TECHNOCRAFT INDUSTRIES (INDIA),INE545H01011,20070212,TECIND,TRUE,EQ,,,
TIINDIA,TUBE INVESTMENTS OF INDIA LTD,INE974X01010,20171102,TUBIN,TRUE,EQ,,,
TIJARIA,TIJARIA POLYPIPES LIMITED,INE440L01017,20111014,TIJPOL,TRUE,BE,,,
TIL,TIL LIMITED,INE806C01018,19950927,TIL,TRUE,EQ,,,
TIMBOR,TIMBOR HOME LIMITED,INE346L01016,,TIMHOM,,,,,
TIMESBANK,TIMES BANK LIMITED,,,,,,,,
TIMESGTY,TIMES GUARANTY LTD,INE289C01025,20020611,TIMGUA,TRUE,EQ,,,
TIMESGUARN,TIMES GUARANTY LIMITED,,,,,,,,
TIMETECHNO,TIME TECHNOPLAST LIMITED,INE508G01029,20070613,TIMTEC,TRUE,EQ,,,
TIMEXWATCH,TIMEX GROUP INDIA LIMITED,INE064A01026,,TIMGRO,,,,,
TIMKEN,TIMKEN INDIA LIMITED,INE325A01013,20070206,TIMIND,TRUE,EQ,,,
TINPLATE,TINPLATE COMPANY OF INDIA LTD,INE422C01014,20060127,TINCO,TRUE,EQ,,,
TIPSINDLTD,TIPS INDUSTRIES LIMITED,INE716B01011,20001110,TIPIND,TRUE,BE,,,
TIRUMALCHM,THIRUMALAI CHEMICALS LTD,INE338A01024,20030514,THICHE,TRUE,EQ,,,
TIRUPATIFL,Tirupati Forge Limited,INE319Y01016,20200804,TIRFOR,TRUE,BE,,,
TISCO,,,,,,,,,
TITAGRSTEL,TITAGARH STEELS LIMITED,INE824A01023,,TITIN,,,,,
TITAN,TITAN COMPANY LIMITED,INE280A01028,20040924,TITIND,TRUE,EQ,375,TRUE,
TITANOCOMP,,,,,,,,,
TMRVL,THE MANDHANA RETAIL VENT LTD,INE759V01019,20161214,MANRET,TRUE,EQ,,,
TMTINDIA,TMT (INDIA) LTD.,,,,,,,,
TNIDETF,,,,,TRUE,,,,TRUE
TNPETRO,TAMILNADU PETROPRODUCTS LTD,INE148A01019,19991027,TAMPET,TRUE,EQ,,,
TNPL,TAMIL NADU NEWSPRINT AND PAPER,INE107A01015,19960214,TAMNEW,TRUE,EQ,,,
TNTELE,TAMILNADU TELECOMMUNICATIONS L,INE141D01018,20030204,TAMTEL,TRUE,BE,,,
TODAYS,TODAYS WRITING INSTRUMENTS LIMITED,,,TODWRI,,,,,
TOKYOPLAST,TOKYO PLAST INTERNATIONAL LTD,INE932C01012,19951011,TOKPLA,TRUE,EQ,,,
TOLANIBULK,TOLANI BULK CARRIERS LTD,INE051C01011,,TOLBUL,,,,,
TORNTPHARM,TORRENT PHARMACEUTICALS LTD,INE685A01028,20021125,TORPHA,TRUE,EQ,250,TRUE,
TORNTPOWER,TORRENT POWER LIMITED,INE813H01021,20061128,TORPOW,TRUE,EQ,1500,TRUE,
TORRENGUJ,TORRENT CABLES LTD,INE859B01027,,TORGUJ,,,,,
TORRENTAEC,TORRENT POWER AEC LIMITED,INE424A01014,,AHMELE,,,,,
TORRENTCAB,TORRENT CABLES LTD,,,,,,,,
TORRENTSEC,TORRENT POWER SEC LIMITED,INE054B01017,,SURELE,,,,,
TOTAL,TOTAL TRANSPORT SYSTEMS LTD,INE336X01012,20200828,TOTTRA,TRUE,EQ,,,
TOUCHWOOD,TOUCHWOOD ENTERTAINMENT LTD,INE486Y01013,20200121,TOUENT,TRUE,BE,,,
TPINDIA,TPI INDIA LTD.,,,,,,,,
TPLPLASTEH,TPL PLASTECH LIMITED,INE413G01014,20150520,TPLPLA,TRUE,EQ,,,
TRAFALHSE,,,,,,,,,
TRAIL-RE,,,,,,,,,TRUE
TRANSCHEM,TRANSCHEM LIMITED,INE019B01010,,TRANSC,,,,,
TRANSCORP,TRANPORT CORPORATION OF INDIA LTD.,,,,,,,,
TRANSFREIT,TRANS-FREIGHT CONTAINERS LTD,,,,,,,,TRUE
TRANSPEK,TRANSPEK INDUSTRY LTD,INE687A01016,,TRAIN,,,,,
TREADS,TREADSDIRECT LIMITED,INE321J01013,,TRELIM,,,,,
TREEHOUSE,TREE HOUSE EDUCATION & ACCESSO,INE040M01013,20110826,TREHOU,TRUE,EQ,,,
TREJHARA,TREJHARA SOLUTIONS LIMITED,INE00CA01015,20181228,TRESOL,TRUE,EQ,,,
TRENT,TRENT LTD,INE849A01020,20040607,TRENT,TRUE,EQ,725,TRUE,
TRF,TRF LIMITED,INE391D01019,20100326,TRF,TRUE,EQ,,,
TRICOM,TRICOM INDIA LIMITED,INE771B01032,,TRIFI,,,,,
TRIDENT,TRIDENT LTD,INE064C01022,20010221,TRILTD,TRUE,EQ,,,
TRIGYN,TRIGYN TECHNOLOGIES LIMITED,INE948A01012,19980409,TRITE,TRUE,EQ,,,
TRIL,TRANSFORMERS AND RECTIFIERS (I,INE763I01026,20071228,TRAREC,TRUE,EQ,,,
TRITURBINE,TRIVENI TURBINE LIMITED,INE152M01016,20111028,TRITUR,TRUE,EQ,,,
TRIVENGIND,,,,,,,,,
TRIVENI,TRIVENI ENGINEERING & INDUSTRI,INE256C01024,20051213,TRIENG,TRUE,EQ,,,
TRIVENIENG,,,,,,,,,
TRIVENIOIL,,,,,,,,,TRUE
TRIVENSHET,TRIVENI SHEET GLASSWORKS LTD,,,,,,,,TRUE
TTGIND,,,,,,,,,TRUE
TTKHEALTH,TTK HEALTHCARE LIMITED,,,,,,,,TRUE
TTKHLTCARE,TTK HEALTHCARE LTD,INE910C01018,20151202,TTKHEA,TRUE,EQ,,,
TTKPHARMA,TTK HEALTHCARE LIMITED,,,,,,,,
TTKPRESTIG,TTK PRESTIGE LTD,INE690A01010,19991222,TTKPRE,TRUE,EQ,,,
TTL,T T LIMITED,INE592B01016,20070222,TT,TRUE,EQ,,,
TTML,TATA TELESERVICES MAHARASHTRA,INE517B01013,20001020,TATTE,TRUE,BE,,,
TUBEINVEST,TUBE INVESTMENTS OF INDIA LIMITED,,,,,,,,
TULIP,TULIP TELCOM LTD,INE122H01027,,TULITS,,,,,
TULSI,,,,,,,,,
TULSYAN,TULSYAN NEC LIMITED,,,,,,,,TRUE
TUTICORALK,TUTICORIN ALKALI CHEMICALS & F,INE400A01014,,TUTALK,,,,,
TV-18,TELEVISION EIGHTEEN INDIA LTD,INE889A01026,,TV18,,,,,
TV18,TELEVISION EIGHTEEN INDIA LIMITED,,,,,,,,
TV18BRDCST,TV18 BROADCAST LIMITED,INE886H01027,20070208,TV18BR,TRUE,EQ,,,
TVS-SUZUKI,TVS MOTOR COMPANY LIMITED,,,,,,,,
TVSELEC,,,,,,,,,TRUE
TVSELECT,TVS ELECTRONICS LTD,INE236G01019,20031226,TVSELE,TRUE,BE,,,
TVSMOTOR,TVS MOTOR COMPANY LIMITED,INE494B01023,20000802,TVSMOT,TRUE,EQ,1400,TRUE,
TVSSRICHAK,TVS SRICHAKRA LIMITED,INE421C01016,20070213,TVSSRI,TRUE,EQ,,,
TVSSUZUKI,,,,,,,,,
TVSWHIRL,WHIRLPOOL WASHING MACHINES LTD.,,,,,,,,TRUE
TVTODAY,TVTODAY NETWORK LIMITED,INE038F01029,20040116,TVTNET,TRUE,EQ,,,
TVVISION,TV VISION LIMITED,INE871L01013,20160915,TVVISI,,EQ,,,
TWILITAKA,TWILIGHT LITAKA PHARMA LIMITED,INE783B01029,,TWILIT,,,,,
TWL,TITAGARH WAGONS LIMITED,INE615H01020,20080421,TITWAG,TRUE,EQ,,,
UBENGG,UB ENGINEERING LIMITED,INE328C01013,,UBENG,,,,,
UBHOLDINGS,,,,,,,,,
UBL,UNITED BREWERIES LTD,INE686F01025,20080728,UNIBR,TRUE,EQ,350,TRUE,
UBPETRO,SPIC ORGANICS LTD,,,,,,,,
UCALFUEL,UCAL FUEL SYSTEMS LTD,INE139B01016,19950913,UCAFUE,TRUE,EQ,,,
UCOBANK,UCO BANK,INE691A01018,20031009,UCOBAN,TRUE,EQ,,,
UDAICEMENT,Udaipur Cement Works Limited,INE225C01029,20211223,UDACEM,TRUE,EQ,,,
UFLEX,UFLEX LIMITED,INE516A01017,19950823,UFLLIM,TRUE,EQ,,,
UFO,UFO MOVIEZ INDIA LIMITED,INE527H01019,20150514,UFOMOV,TRUE,EQ,,,
UGARSUGAR,UGAR SUGAR WORKS LTD,INE071E01023,20100823,UGASUG,TRUE,EQ,,,
UGROCAP,UGRO CAPITAL LIMITED,INE583D01011,20210811,CHOSEC,TRUE,EQ,,,
UGS2000,,,,,,,,,
UGS5000,,,,,,,,,TRUE
UJAAS,UJAAS ENERGY LIMITED,INE899L01022,20111020,UJAENE,TRUE,BE,,,
UJJIVAN,UJJIVAN FINANCIAL SERVICES LTD,INE334L01012,20160510,UJJFIN,TRUE,EQ,,,
UJJIVANSFB,UJJIVAN SMALL FINANCE BANK LTD,INE551W01018,20191212,UJJSMA,TRUE,EQ,,,
ULTRACEMCO,ULTRATECH CEMENT LIMITED,INE481G01011,20040824,ULTCEM,TRUE,EQ,100,TRUE,
ULTRMARINE,ULTRAMARINE & PIGMENTS LTD,INE405A01021,,ULTPIG,,,,,
UMAEXPORTS,Uma Exports Limited,INE0GIU01018,20220407,UMAEXP,TRUE,EQ,,,
UMANGDAIRY,UMANG DAIRIES LIMITED,INE864B01027,20151202,UMADAI,TRUE,EQ,,,
UMESL,USHA MARTIN EDUCATION & SOLUTIONS LIMITED,,,,,,,,
UMESLTD,USHA MARTIN EDUCATION & SOLUTI,INE240C01028,20100712,USHMAR,,BE,,,
UMITL,USHA MARTIN INFOTECH LIMITED,,,,,,,,
UNICHEMLAB,UNICHEM LABORATORIES LTD,INE351A01035,20010207,UNILAB,TRUE,EQ,,,
UNIDT,UNITED DRILLING TOOLS LTD,INE961D01019,20200925,UNIDRI,TRUE,EQ,,,
UNIENTER,UNIPHOS ENTERPRISES LIMITED,INE037A01022,20040123,UNIENT,TRUE,EQ,,,
UNIFLEX,UNIFLEX CABLES LTD,INE146B01011,,UNIFLE,,,,,
UNIINFO,Uniinfo Telecom Services Limited,INE481Z01011,20220112,UNITEL,TRUE,EQ,,,
UNIMIN,UNIMIN INDIA LTD,,,,,,,,
UNIONBANK,UNION BANK OF INDIA,INE692A01016,20020924,UNIBAN,TRUE,EQ,,,
UNIONCARBI,EVEREADY INDUSTRIES LIMITED,,,,,,,,
UNIPHOS,,,,,,,,,TRUE
UNIPLAS,UNIPLAS INDIA LTD,,,,,,,,TRUE
UNIPLY,Uniply Industries Ltd,INE950G01023,,UNIPLY,,,,,
UNITECH,Unitech Limited,INE694A01020,19990908,UNITEC,TRUE,BZ,,,
UNITEDBNK,UNITED BANK OF INDIA,INE695A01019,,UNITBA,,,,,
UNITEDBREW,,,,,,,,,
UNITEDCARB,CABOT INDIA LTD.,,,,,,,,TRUE
UNITEDPHOS,,,,,,,,,TRUE
UNITEDPOLY,United Polyfab Gujarat Limited,INE368U01011,20211231,UNIPOL,TRUE,EQ,,,
UNITEDTEA,THE UNITED NILGIRI TEA ESTATES,INE458F01011,20150128,THEUNI,TRUE,EQ,,,
UNITY,Unity Infraprojects Limited,INE466H01028,20060612,UNIINF,,BZ,,,
UNIVASTU,UNIVASTU INDIA LIMITED,INE562X01013,20200622,UNIVIN,TRUE,BE,,,
UNIVCABLES,UNIVERSAL CABLES LTD,INE279A01012,19950517,UNICAB,TRUE,EQ,,,
UNIVPHOTO,UNIVERSUS PHOTO IMAGINGS LTD,INE03V001013,20200214,UNIPHO,TRUE,EQ,,,
UNIWESTBNK,UNITED WESTERN BANK LTD,INE165A01013,,UNIWES,,,,,
UNIWORTINT,UNIWORTH INTERNATIONAL LTD,,,,,,,,
UPCOMCABLE,UPCOM CABLES LTD,,,,,,,,TRUE
UPERGANGES,UPPER GANGES SUGAR INDUSTRIES,INE018B01012,,UPPGAN,,,,,
UPL,UPL LIMITED,INE628A01036,20040123,UNIP,TRUE,EQ,1300,TRUE,
URJA,URJA GLOBAL LIMITED,INE550C01020,20170328,URJGLO,TRUE,BE,,,
URJA-RE,URJA GLOBAL LTD RIGHTS ENTITLE,INE550C20012,,URJRE1,,,,,
USHABEL,,,,,,,,,
USHABELTRO,USHA BELTRON LIMITED,,,,,,,,TRUE
USHAINDIA,USHA (INDIA) LTD,INE068A01019,,USHIND,,,,,
USHAISPAT,USHA ISPAT (I) LTD,INE150A01015,,USHISP,,,,,
USHAMART,USHA MARTIN LIMITED,INE228A01035,20001011,USHMA,TRUE,EQ,,,
USHAMARTIN,USHA MARTIN INDUSTRIES LTD,,,,,,,,
USHDEVINT,USHDEV INTERNATIONAL LTD.,,,,,,,,TRUE
USHERAGRO,USHER AGRO LIMITED,INE235G01011,,USHAGR,,,,,
UTIAMC,UTI ASSET MANAGEMENT COM LTD,INE094J01016,20201012,UTIAMC,TRUE,EQ,,,
UTIBANK,,,,,,,,,
UTIBANKETF,UTI BANK EXCHANGE TRADED FUND,INF789F1AUV1,,UTIBET,TRUE,ETF,,,
UTIMEP95,UNIT TRUST OF INDIA- MASTER EQUITY PLAN 1995,,,,,,,,
UTIMEP96,UNIT TRUST OF INDIA-MASTER EQUITY PLAN 1996,,,,,,,,TRUE
UTINDEQ,UNIT TRUST OF INDIA - INDEX EQUITY FUND 1997,,,,,,,,TRUE
UTINEXT50,UTI MF NIFTY NEXT 50 ETF,INF789F1AUW9,20170808,UTINI,TRUE,ETF,,,
UTINIFTETF,UTI NIFTY ETF,INF789FB1X41,20150903,UTINIF,TRUE,ETF,,,
UTISENSETF,UTI SENSEX ETF,INF789FB1X58,20150903,UTISEN,TRUE,ETF,,,
UTISUNDER,UTI MUTUAL ETF,INF789F01042,,NIFUTI,,,,,
UTISXN50,UTI SP BSE Sensex Next 50 ETF,INF789F1AUU3,20190313,UTINEX,TRUE,ETF,,,
UTIUS64-CI,UNIT TRUST OF INDIA-UNIT SCHEME-64 (CASH INCOME),,,,,,,,
UTIUS64-RI,UNIT TRUST OF INDIA-UNIT SCHEME-64 (REINVESTMENT),,,,,,,,TRUE
UTIUS64I10,UNITS OF UTI US 64 - CASH INCOME - RS.10/-,,,,,,,,TRUE
UTIUS64I12,UNITS OF UTI US 64 - CASH INCOME - RS.12/-,,,,,,,,TRUE
UTIUS64INV,UNITS OF UTI US 64 - CASH INCOME - NAV,,,,,,,,TRUE
UTIUS64OCI,UNIT TRUST OF INDIA - UNITS OF US 64 (CASH INCOME),,,,,,,,TRUE
UTTAMSTL,UTTAM GALVA STEELS LIMITED,INE699A01011,19950525,UTTSTE,TRUE,BE,,,
